,Date,ca_mnt,ca_fx,mnt_usd,ca_fx_usd,mnt_usd_000,ca_mnt_000,ca_fx_usd_000,ca_fx_000
215,2021-12,5157203.16,2154079.88,2849.34,755.9925737188261,2.84934,5.15720316,2.267977721156478,2.15407988
216,2022-01,4781419.24,2083343.16,2850.26,730.9309185828661,2.85026,4.78141924,2.192792755748598,2.08334316
217,2022-02,4585570.08,2250402.5,2865.73,785.2807138146301,2.86573,4.58557008,2.3558421414438904,2.2504025
218,2022-03,4830968.49,2717709.1,2948.46,921.7385007766767,2.94846,4.83096849,2.7652155023300304,2.7177091
219,2022-04,4882434.81,3403672.61,3083.88,1103.6981367627793,3.08388,4.8824348099999995,3.311094410288338,3.4036726099999997
220,2022-05,4881346.03,3161667.33,3120.84,1013.0821605721536,3.1208400000000003,4.8813460300000004,3.039246481716461,3.16166733
221,2022-06,5103999.43,3112410.77,3134.1,993.079598608851,3.1341,5.10399943,2.9792387958265527,3.11241077
222,2022-07,4983205.1,3225681.16,3168.09,1018.1785113427965,3.1680900000000003,4.983205099999999,3.05453553402839,3.22568116
223,2022-08,5144708.02,3461403.95,3199.28,1081.9321691130503,3.1992800000000003,5.1447080199999995,3.245796507339151,3.4614039500000002
224,2022-09,5244420.75,4042343.54,3333.02,1212.8170668042796,3.33302,5.24442075,3.638451200412839,4.04234354
225,2022-10,5154630.64,4073219.26,3389.12,1201.8515897932207,3.3891199999999997,5.15463064,3.605554769379662,4.07321926
226,2022-11,5045182.81,4342304.96,3419.67,1269.8023376524634,3.41967,5.04518281,3.80940701295739,4.34230496
227,2022-12,6112218.22,4855496.69,3444.6,1409.5966701503805,3.4446,6.11221822,4.228790010451142,4.855496690000001
228,2023-01,5575921.42,4535082.72,3491.46,1298.9072536990254,3.49146,5.57592142,3.8967217610970764,4.53508272
229,2023-02,5359823.72,4727745.35,3521.87,1342.3963263834269,3.52187,5.35982372,4.027188979150281,4.727745349999999
230,2023-03,5764064.6,4822394.29,3518.14,1370.7226801662243,3.51814,5.764064599999999,4.1121680404986725,4.82239429
231,2023-04,6194013.72,3836317.82,3475.7,1103.754012141439,3.4757,6.19401372,3.311262036424317,3.8363178199999997
